"区市町村
コード",区市町村,施設名,所在地住所,緯度,経度,洪水,崖崩れ、土石流及び地滑り,高潮,地震,津波,大規模な火事,内水氾濫,火山現象,その他,"エレベーター有/
避難スペースが１階",スロープ等,点字ブロック,車椅子使用者対応トイレ,"その他
（具体的に）"
131202,練馬区,大泉小学校,練馬区東大泉4-25-1,35.752139,139.58436,1,,,1,,1,1,,,,,,○,
131202,練馬区,大泉南小学校,練馬区東大泉6-28-1,35.744998,139.580955,1,,,1,,1,1,,,,,,,
131202,練馬区,大泉第二小学校,練馬区南大泉4-29-11,35.744542,139.573028,1,,,1,,1,1,,,,○,,○,
131202,練馬区,大泉第六小学校,練馬区南大泉5-25-29,35.751362,139.571734,1,,,1,,1,1,,,,○,,○,
131202,練馬区,大泉第四小学校,練馬区西大泉1-24-1,35.755852,139.573514,,,,1,,1,,,,,○,,○,
131202,練馬区,大泉西小学校,練馬区西大泉4-25-1,35.765273,139.571783,1,,,1,,1,1,,,,○,,○,
131202,練馬区,旭町小学校,練馬区旭町2-29-1,35.773246,139.627619,1,1,,1,,1,1,,,,,,○,
131202,練馬区,光が丘第八小学校,練馬区光が丘1-4-1,35.768397,139.637335,1,,,1,,1,1,,,,,,○,
131202,練馬区,光が丘秋の陽小学校,練馬区光が丘2-1-1,35.761367,139.63488,,,,1,,1,,,,,○,,○,
131202,練馬区,光が丘夏の雲小学校,練馬区光が丘3-6-1,35.75739,139.631498,1,,,1,,1,1,,,,○,,○,
131202,練馬区,光が丘春の風小学校,練馬区光が丘7-2-1,35.755579,139.626023,1,,,1,,1,1,,,,○,,○,
131202,練馬区,田柄第二小学校,練馬区田柄1-5-27,35.759204,139.642533,1,,,1,,1,1,,,,○,,○,
131202,練馬区,田柄小学校,練馬区田柄2-19-19,35.766145,139.643868,1,,,1,,1,1,,,,,,○,
131202,練馬区,練馬東小学校,練馬区春日町1-30-11,35.752206,139.647477,1,,,1,,1,1,,,,○,,○,
131202,練馬区,春日小学校,練馬区春日町5-12-1,35.746688,139.639892,1,,,1,,1,1,,,,○,,○,
131202,練馬区,練馬小学校,練馬区春日町6-11-36,35.752575,139.636029,1,,,1,,1,1,,,,○,,○,
131202,練馬区,高松小学校,練馬区高松3-16-1,35.749603,139.626646,1,,,1,,1,1,,,,○,,○,
131202,練馬区,光が丘四季の香小学校,練馬区高松5-24-1,35.76155,139.6244,1,,,1,,1,1,,,,○,,○,
131202,練馬区,豊溪小学校,練馬区土支田2-26-28,35.763147,139.615423,1,,,1,,1,1,,,,,,○,
131202,練馬区,八坂小学校,練馬区土支田4-48-1,35.768838,139.611351,,,,1,,1,,,,,,,○,
131202,練馬区,北町小学校,練馬区北町1-14-11,35.765373,139.664239,,,,1,,1,,,,,○,,○,
131202,練馬区,北町西小学校,練馬区北町7-3-8,35.761468,139.653779,1,,,1,,1,1,,,,○,,○,
131202,練馬区,仲町小学校,練馬区氷川台2-18-24,35.758124,139.667528,,,,1,,1,,,,,,,○,
131202,練馬区,開進第一小学校,練馬区早宮2-1-31,35.754683,139.657546,1,,,1,,1,1,,,,○,,○,
131202,練馬区,早宮小学校,練馬区早宮4-10-17,35.752246,139.650968,1,,,1,,1,1,,,,○,,○,
131202,練馬区,開進第二中学校,練馬区練馬2-27-28,35.743394,139.653034,1,,,1,,1,1,,,,,,○,
131202,練馬区,開進第三中学校,練馬区桜台3-28-1,35.745763,139.664997,1,1,,1,,1,1,,,○,○,,○,
131202,練馬区,開進第四中学校,練馬区羽沢3-24-1,35.75098,139.67348,,,,1,,1,,,,○,○,○,○,
131202,練馬区,旭丘中学校,練馬区旭丘2-40-1,35.737807,139.677591,1,,,1,,1,1,,,,○,,○,
131202,練馬区,豊玉第二中学校,練馬区豊玉北2-24-5,35.735304,139.664592,1,,,1,,1,1,,,○,○,○,○,
131202,練馬区,豊玉中学校,練馬区豊玉南2-1-20,35.729252,139.65791,1,,,1,,1,1,,,,○,,○,
131202,練馬区,貫井中学校,練馬区貫井2-14-13,35.739811,139.633051,1,,,1,,1,1,,,,○,,○,
131202,練馬区,中村中学校,練馬区中村南1-32-21,35.728257,139.645386,1,,,1,,1,1,,,,○,,○,
131202,練馬区,三原台中学校,練馬区三原台3-13-41,35.754675,139.600292,1,,,1,,1,1,,,,○,,○,
131202,練馬区,谷原中学校,練馬区谷原4-10-5,35.754915,139.614946,1,,,1,,1,1,,,,○,,○,
131202,練馬区,石神井東中学校,練馬区高野台1-8-34,35.742461,139.616847,1,,,1,,1,1,,,,○,,○,
131202,練馬区,南が丘中学校,練馬区南田中4-8-23,35.734031,139.613022,1,,,1,,1,1,,,,,,○,
131202,練馬区,石神井南中学校,練馬区下石神井2-7-23,35.730429,139.608867,1,,,1,,1,1,,,,○,,○,
131202,練馬区,上石神井中学校,練馬区上石神井4-15-27,35.728532,139.588192,1,,,1,,1,1,,,,○,,○,
131202,練馬区,石神井中学校,練馬区石神井台1-32-1,35.741202,139.595876,1,,,1,,1,1,,,,○,,○,
131202,練馬区,関中学校,練馬区関町北4-34-23,35.730841,139.57536,1,,,1,,1,1,,,,○,,○,
131202,練馬区,石神井西中学校,練馬区関町南3-10-3,35.720654,139.580673,1,,,1,,1,1,,,,○,,○,
131202,練馬区,大泉学園中学校,練馬区大泉学園町4-17-32,35.766704,139.589818,1,,,1,,1,1,,,,,,○,
131202,練馬区,大泉学園桜中学校,練馬区大泉学園町9-2-1,35.777469,139.590962,1,,,1,,1,1,,,,,,○,
131202,練馬区,大泉北中学校,練馬区大泉町5-4-32,35.75955,139.596223,1,,,1,,1,1,,,,○,,○,
131202,練馬区,大泉中学校,練馬区東大泉4-27-35,35.752708,139.585471,1,,,1,,1,1,,,,○,,○,
131202,練馬区,大泉第二中学校,練馬区東大泉6-21-1,35.744626,139.584553,1,,,1,,1,1,,,,,,○,
131202,練馬区,大泉西中学校,練馬区西大泉3-19-27,35.75841,139.579894,1,,,1,,1,1,,,○,○,○,○,
131202,練馬区,豊渓中学校,練馬区旭町3-5-10,35.774252,139.627804,1,,,1,,1,1,,,,○,,○,
131202,練馬区,光が丘第三中学校,練馬区光が丘3-2-1,35.75494,139.631428,1,,,1,,1,1,,,○,○,,○,
131202,練馬区,光が丘第一中学校,練馬区光が丘6-5-1,35.759917,139.622487,1,,,1,,1,1,,,,○,,○,
131202,練馬区,光が丘第二中学校,練馬区光が丘7-1-1,35.754479,139.625965,1,,,1,,1,1,,,,○,,○,
131202,練馬区,田柄中学校,練馬区田柄3-3-1,35.759294,139.641539,1,,,1,,1,1,,,,○,,○,
131202,練馬区,練馬東中学校,練馬区春日町2-14-22,35.757044,139.647824,1,,,1,,1,1,,,,○,,○,
131202,練馬区,練馬中学校,練馬区高松1-24-1,35.747869,139.635086,1,,,1,,1,1,,,,○,,○,
131202,練馬区,八坂中学校,練馬区土支田4-47-21,35.769727,139.612104,,,,1,,1,,,,,○,,○,
131202,練馬区,北町中学校,練馬区北町3-1-34,35.767228,139.657067,,,,1,,1,,,,,○,,○,
131202,練馬区,開進第一中学校,練馬区早宮1-16-50,35.752544,139.659062,1,,,1,,1,1,,,,○,,○,
131202,練馬区,旭丘地域集会所,練馬区旭丘1-58-10,35.734824,139.67417,1,,,,,,1,,,,○,○,,可動式スロープ
131202,練馬区,小竹地域集会所,練馬区小竹町1-63-2,35.738783,139.673457,1,,,,,,1,,,○,○,○,○,
131202,練馬区,栄町敬老館,練馬区栄町40-7,35.739428,139.671347,1,,,,,,1,,,,,,,
131202,練馬区,豊玉北地区区民館,練馬区豊玉北3-7-9,35.732686,139.661352,1,,,,,,1,,,○,,,○,
131202,練馬区,中村敬老館,練馬区中村2-25-3,35.731796,139.642214,1,,,,,,1,,,○,○,,,
131202,練馬区,中村地域集会所,練馬区中村南2-23-12,35.729793,139.642739,1,,,,,,1,,,,○,○,○,可動式スロープ
131202,練馬区,桜台地域集会所,練馬区桜台1-22-9,35.739129,139.666689,1,,,,,,1,,,○,○,,○,可動式スロープ
131202,練馬区,桜台地区区民館,練馬区桜台3-39-17,35.745882,139.663099,1,1,,,,,1,,,○,,○,○,
131202,練馬区,厚生文化会館,練馬区練馬4-2-3,35.740276,139.650222,1,,,,,,1,,,○,,○,○,
131202,練馬区,向山庭園,練馬区向山3-1-21,35.742036,139.646684,1,,,,,,1,,,○,,,○,
131202,練馬区,向山地域集会所,練馬区向山4-21-12,35.743575,139.638597,1,,,,,,1,,,○,○,○,○,可動式スロープ
131202,練馬区,貫井地区区民館,練馬区貫井1-9-1,35.738094,139.635565,1,,,,,,1,,,○,○,○,○,
131202,練馬区,氷川台地区区民館,練馬区氷川台2-16-14,35.756932,139.667231,1,,,,,,1,,,○,,,○,
131202,練馬区,早宮地域集会所,練馬区早宮1-44-19,35.754221,139.658802,1,,,,,,1,,,○,○,○,○,可動式スロープ
131202,練馬区,早宮地区区民館,練馬区早宮4-14-5,35.750783,139.651266,1,,,,,,1,,,○,,○,○,
131202,練馬区,春日町南地区区民館,練馬区春日町5-20-25,35.747711,139.638554,1,,,,,,1,,,,○,,○,
131202,練馬区,春日町地域集会所,練馬区春日町5-30-1,35.750613,139.639464,1,,,,,,1,,,,○,,,可動式スロープ
131202,練馬区,高松地区区民館,練馬区高松3-24-27,35.750032,139.625393,1,,,,,,1,,,○,○,○,○,
131202,練馬区,旭町南地区区民館,練馬区高松5-23-15,35.762918,139.625053,1,,,,,,1,,,○,,,○,
131202,練馬区,北町地区区民館,練馬区北町2-26-1,35.767611,139.66038,1,,,,,,1,,,○,,○,○,
131202,練馬区,北町第二地区区民館,練馬区北町6-24-101,35.761246,139.655462,1,,,,,,1,,,○,,,○,
131202,練馬区,北町はるのひ地域包括支援センター,練馬区北町6-35-7,35.75735898,139.6494037,1,,,,,,1,,,○,,,○,
131202,練馬区,北町地域集会所,練馬区北町8-28-10,35.76772,139.649654,1,,,,,,1,,,,○,○,○,
131202,練馬区,光が丘区民センター,練馬区光が丘2-9-6,35.759404,139.62983,1,,,,,,1,,,○,,○,○,
131202,練馬区,旭町北地区区民館,練馬区旭町2-30-16,35.773237,139.628784,1,,,,,,1,,,,○,○,○,
131202,練馬区,旭町地域集会所,練馬区旭町3-11-6,35.774363,139.624908,1,1,,,,,1,,,○,,,○,
131202,練馬区,土支田中央地域集会所,練馬区土支田2-32-8,35.763401,139.613643,1,1,,,,,1,,,,○,○,○,"可動式スロープ・
階段昇降機"
131202,練馬区,土支田地域集会所,練馬区土支田2-40-21,35.764295,139.611643,1,1,,,,,1,,,,○,,○,可動式スロープ
131202,練馬区,富士見台地区区民館,練馬区富士見台3-10-1,35.738614,139.62446,1,,,,,,1,,,○,○,○,○,
131202,練馬区,南田中地域集会所,練馬区南田中2-18-36,35.733257,139.616861,1,,,,,,1,,,,○,○,○,可動式スロープ
131202,練馬区,南田中敬老館,練馬区南田中5-15-25,35.737836,139.611517,1,1,,,,,1,,,,,,,
131202,練馬区,高野台敬老館,練馬区高野台2-25-1,35.748003,139.621123,1,,,,,,1,,,○,,,,
131202,練馬区,高野台地域集会所,練馬区高野台3-28-11,35.745674,139.611882,1,,,,,,1,,,,○,○,○,可動式スロープ
131202,練馬区,谷原地域集会所,練馬区谷原5-6-7,35.751405,139.612957,1,,,,,,1,,,,○,○,○,可動式スロープ
131202,練馬区,三原台敬老館,練馬区三原台2-11-29,35.757236,139.606475,1,,,,,,1,,,,,,,
131202,練馬区,三原台地域集会所,練馬区三原台3-13-17,35.753942,139.599377,1,,,,,,1,,,,○,○,○,可動式スロープ
131202,練馬区,石神井敬老館,練馬区石神井町7-28-21,35.744787,139.598284,1,,,,,,1,,,,,○,,
131202,練馬区,男女共同参画センター えーる,練馬区石神井町8-1-10,35.745281,139.601592,1,,,,,,1,,,○,,○,○,
131202,練馬区,石神井台みどり地域集会所,練馬区石神井台2-13-6,35.736533,139.592041,1,,,,,,1,,,,○,○,○,
131202,練馬区,石神井台敬老館,練馬区石神井台2-18-13,35.735434,139.589635,1,,,,,,1,,,○,,○,○,
131202,練馬区,上石神井南地域集会所,練馬区上石神井1-6-16,35.725262,139.592463,1,,,,,,1,,,○,,,○,
131202,練馬区,上石神井北地域集会所,練馬区上石神井2-36-18,35.72923,139.592339,1,,,,,,1,,,,○,○,○,可動式スロープ
131202,練馬区,下石神井地区区民館,練馬区下石神井6-8-15,35.733872,139.60355,1,,,,,,1,,,○,,○,○,
131202,練馬区,東大泉中央地域集会所,練馬区東大泉3-18-9,35.751561,139.586692,1,,,,,,1,,,○,,,○,
131202,練馬区,東大泉地区区民館,練馬区東大泉3-53-1,35.755918,139.587925,1,,,,,,1,,,,○,,○,
131202,練馬区,勤労福祉会館,練馬区東大泉5-40-36,35.748165,139.587669,1,,,,,,1,,,,,○,○,
131202,練馬区,東大泉敬老館,練馬区東大泉7-20-1,35.74234,139.5774,1,,,,,,1,,,○,○,,○,
131202,練馬区,東大泉地域集会所,練馬区東大泉7-27-51,35.743498,139.580394,1,,,,,,1,,,,○,○,○,
131202,練馬区,西大泉敬老館,練馬区西大泉3-21-16,35.759538,139.578933,1,,,,,,1,,,○,,○,○,
131202,練馬区,西大泉地区区民館,練馬区西大泉5-3-32,35.76006,139.572503,1,,,,,,1,,,,○,,○,
131202,練馬区,南大泉地区区民館,練馬区南大泉2-19-26,35.739123,139.570492,1,,,,,,1,,,,○,,○,
131202,練馬区,南大泉地域集会所,練馬区南大泉5-26-19,35.751167,139.573547,1,,,,,,1,,,○,○,,○,
131202,練馬区,大泉北地域集会所,練馬区大泉学園町4-21-1,35.765632,139.588465,1,,,,,,1,,,○,,,○,
131202,練馬区,大泉学園町地域集会所,練馬区大泉学園町6-20-36,35.771389,139.583174,1,,,,,,1,,,,○,,○,可動式スロープ
131202,練馬区,大泉学園地区区民館,練馬区大泉学園町8-9-5,35.772787,139.592845,1,,,,,,1,,,○,,,○,
131202,練馬区,北大泉地区区民館,練馬区大泉町2-41-26,35.764722,139.604056,1,,,,,,1,,,,○,,○,
131202,練馬区,大泉町地域集会所,練馬区大泉町4-35-17,35.763835,139.595784,1,,,,,,1,,,,○,○,○,
131202,練馬区,関区民センター,練馬区関町北1-7-2,35.724524,139.577697,1,1,,,,,1,,,○,,○,○,
131202,練馬区,関町北地区区民館,練馬区関町北4-12-21,35.729801,139.577307,1,,,,,,1,,,,○,,○,
131202,練馬区,関町地域集会所,練馬区関町南4-22-1,35.72142,139.567751,1,,,,,,1,,,○,○,○,○,
131202,練馬区,立野地区区民館,練馬区立野町15-42,35.718608,139.582517,1,,,,,,1,,,,,,○,
131202,練馬区,練馬高野台駅前地域集会所,練馬区高野台1-7-29,35.741038,139.616274,1,,,,,,1,,,○,,○,○,
131202,練馬区,豊玉地域集会所,練馬区豊玉中4-13-6,35.732618,139.650867,1,,,,,,1,,,○,,○,○,
131202,練馬区,練馬区役所,練馬区豊玉北6-12-1,35.735688,139.651705,1,,,,,,1,,,○,○,○,○,
131202,練馬区,防災学習センター,練馬区光が丘6-4-1,35.760168,139.623282,1,,,,,,1,,,○,○,○,○,
130001,東京都,石神井公園一帯,練馬区石神井台、石神井町,35.738775,139.596925,,,,,,1,,,,,,,,
130001,東京都,上石神井アパート一帯,練馬区上石神井、石神井台、関町東,35.730608,139.584537,,,,,,1,,,,,,,,
130001,東京都,大泉中央公園一帯,練馬区大泉学園町,35.775692,139.596588,,,,,,1,,,,,,,,
130001,東京都,武蔵大学,練馬区豊玉上,35.736726,139.667172,,,,,,1,,,,,,,,
130001,東京都,豊島園,練馬区向山、春日町,35.744982,139.644723,,,,,,1,,,,,,,,
130001,東京都,都営南田中アパート,練馬区石神井町、高野台、南田中,35.739249,139.613437,,,,,,1,,,,,,,,
130001,東京都,練馬総合運動場一帯,練馬区練馬,35.742955,139.653253,,,,,,1,,,,,,,,
130001,東京都,舎人公園一帯,足立区入谷町、古千谷、皿沼、舎人町、舎人公園、西伊興町、西伊興,35.797593,139.770108,,,,1,,1,,,,,,,,
130001,東京都,東綾瀬団地一帯,足立区東綾瀬,35.76934,139.833082,,,,1,,1,,,,,,,,
130001,東京都,荒川北岸・河川敷緑地一帯,足立区足立、梅田、扇、江北、鹿浜、関原、堀之内、本木、本木西、本木南,35.75842,139.778037,,,,1,,1,,,,,,,,
130001,東京都,荒川南岸・河川敷緑地一帯,足立区小台、千住、千住大川町、千住元町、千住桜木,35.755764,139.775928,,,,1,,1,,,,,,,,
130001,東京都,江北六丁目団地一帯,足立区江北,35.780674,139.766127,,,,1,,1,,,,,,,,
130001,東京都,花畑団地一帯,足立区花畑,35.806903,139.810365,,,,1,,1,,,,,,,,
130001,東京都,中川公園一帯・大谷田団地一帯,足立区大谷田、中川,35.775453,139.846462,,,,1,,1,,,,,,,,
130001,東京都,千寿第八小学校一帯,足立区千住曙町、千住関屋町,35.742784,139.810923,,,,1,,1,,,,,,,,
130001,東京都,都立江北高校一帯,足立区弘道、西綾瀬,35.766684,139.819813,,,,1,,1,,,,,,,,
130001,東京都,竹の塚第一団地一帯,足立区竹の塚,35.792069,139.800522,,,,1,,1,,,,,,,,
130001,東京都,都営西保木間四丁目アパート一帯,足立区竹の塚、西保木間,35.804129,139.796502,,,,1,,1,,,,,,,,
130001,東京都,フレール西新井中央公園一帯,足立区西新井,35.788466,139.779535,,,,1,,1,,,,,,,,
130001,東京都,江北平成公園一帯,足立区江北,35.774134,139.764938,,,,1,,1,,,,,,,,
130001,東京都,都営保木間第5アパート一帯,足立区南花畑,35.796349,139.812347,,,,1,,1,,,,,,,,
130001,東京都,総合スポーツセンター一帯,足立区東保木間,35.791,139.813958,,,,1,,1,,,,,,,,
130001,東京都,区立中川北小学校・都営六ツ木町アパート一帯,足立区六木,35.789708,139.839317,,,,1,,1,,,,,,,,
130001,東京都,区立辰沼小学校・都営辰沼町アパート一帯,足立区辰沼、谷中,35.78353,139.835372,,,,1,,1,,,,,,,,
130001,東京都,区立青井小中学校・都営青井三丁目アパート一帯,足立区青井,35.772078,139.820081,,,,1,,1,,,,,,,,
130001,東京都,栗原団地一帯,足立区栗原,35.783132,139.788599,,,,1,,1,,,,,,,,
130001,東京都,竹の塚小学校一帯,足立区竹の塚、六月,35.789398,139.790023,,,,1,,1,,,,,,,,
130001,東京都,竹ノ塚駅東口・竹の塚センター一帯,足立区竹の塚,35.792683,139.794716,,,,1,,1,,,,,,,,
130001,東京都,区立第十四中学校一帯,足立区西竹の塚,35.791834,139.788847,,,,1,,1,,,,,,,,
130001,東京都,区立舎人第一小学校・都営舎人町アパート一帯,足立区舎人,35.814164,139.764987,,,,1,,1,,,,,,,,
130001,東京都,区立北鹿浜小学校一帯,足立区鹿浜,35.785508,139.754494,,,,1,,1,,,,,,,,
130001,東京都,都営花畑第4アパート一帯,足立区花畑,35.812721,139.821445,,,,1,,1,,,,,,,,
130001,東京都,宮城ファミリー公園・江南中学校一帯,足立区宮城,35.757906,139.75442,,,,1,,1,,,,,,,,
130001,東京都,ハートアイランド新田一帯,足立区新田,35.770919,139.747783,,,,1,,1,,,,,,,,
130001,東京都,西新井駅西口地区一帯,足立区関原、西新井栄町,35.774227,139.787176,,,,1,,1,,,,,,,,
130001,東京都,都立足立高校一帯,足立区中央本町,35.770011,139.804961,,,,1,,1,,,,,,,,
130001,東京都,東京電機大学一帯,足立区千住旭町、日ノ出町,35.747815,139.806109,,,,1,,1,,,,,,,,
130001,東京都,千住大橋駅地区一帯,足立区千住緑町、千住河原町、千住橋戸町,35.742372,139.797261,,,,1,,1,,,,,,,,
130001,東京都,水元公園・江戸川緑地一帯,葛飾区東金町、水元公園,35.790366,139.870056,1,,,1,,1,1,,,,,,,
130001,東京都,柴又野球場・江戸川緑地一帯,葛飾区金町浄水場、柴又,35.754807,139.884117,1,,,1,,1,1,,,,,,,
130001,東京都,都営高砂団地一帯,葛飾区鎌倉、高砂,35.747405,139.873151,,,,1,,1,,,,,,,,
130001,東京都,奥戸運動場,葛飾区奥戸、高砂,35.735995,139.860669,1,,1,1,,1,1,,,,,,,
130001,東京都,新四ツ木橋地区東岸,葛飾区小菅、東四つ木、堀切、四つ木,35.751255,139.817691,1,,,1,,1,1,,,,,,,
130001,東京都,新小岩公園・平井大橋地区,葛飾区西新小岩,35.71633,139.852881,1,,,1,,1,1,,,,,,,
130001,東京都,上千葉砂原公園一帯,葛飾区西亀有,35.758513,139.84092,,,,1,,1,,,,,,,,
130001,東京都,区役所・青戸団地一帯,葛飾区青戸、立石,35.746838,139.849859,,,,1,,1,,,,,,,,
130001,東京都,東京理科大学一帯,葛飾区南水元、新宿,35.772042,139.864197,1,,,1,,1,1,,,,,,,
130001,東京都,亀有一丁目一帯,葛飾区亀有,35.757676,139.845546,,,,1,,1,,,,,,,,
130001,東京都,私学事業団総合運動場,葛飾区東新小岩,35.721582,139.862695,1,,,1,,1,1,,,,,,,
130001,東京都,小菅東スポーツ公園,葛飾区小菅,35.754283,139.822402,1,,1,1,,1,1,,,,,,,
131237,江戸川区,小松川小学校,江戸川区平井4-1-23,35.703557,139.847447,,,,1,,,,,,○,,,○,
131237,江戸川区,小松川第二小学校,江戸川区小松川3-6-4,35.69729,139.849298,,,,1,,,,,,○,,,○,
